_id,TARIH,YANGIN_TURU,YANGIN_SEBEBI,YANGIN_SONUCU,YAPI_SEKLI,ERKEK_VEFAT,KADIN_VEFAT,ITFAIYECI_VEFAT,ERKEK_YARALI,KADIN_YARALI,ITFAIYECI_YARALI,BUYUK_BAS_VEFAT,KUCUK_BAS_VEFAT,KUMES_HAYVANI_VEFAT,EVCIL_HAYVAN_VEFAT,DIGER HAYVAN,VARIS_SURESI (DAK.),KULLANILAN_KOPUK_MIKTARI (KG),KULLANILAN_SU_MIKTARI (m3),KULLANILAN_KURU_KIMYEVI_TOZ_MIKTARI (KG),EKIPLERIN_CIKIS_SAATI,ILCE,ADRES_BOLGESI
98,2025-01-04 00:00:00,ARAÇ,PARLAMA (AKARYAKIT MADDESİ),BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:01,0,0.1,0,17:04,TORBALI,KENT MERKEZİ
99,2025-01-04 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,,0,0,0,0,0,0,0,0,0,0,0,00:04,50,8,0,17:05,SEFERİHİSAR,KENT MERKEZİ
100,2025-01-04 00:00:00,İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,18:10,KARŞIYAKA,KENT MERKEZİ
101,2025-01-04 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:11,0,0.6,0,18:47,URLA,KIRSAL BÖLGE
102,2025-01-04 00:00:00,BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1.2,0,20:21,KONAK,KENT MERKEZİ
103,2025-01-04 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,3,0,22:00,BORNOVA,KENT MERKEZİ
104,2025-01-05 00:00:00,BİNA,ŞÜPHELİ,KISMEN YANARAK KURTARILAN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:07,200,10,0,00:09,BERGAMA,KIRSAL BÖLGE
105,2025-01-05 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,01:06,BUCA,KENT MERKEZİ
106,2025-01-05 00:00:00,BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,01:41,ÖDEMİŞ,KENT MERKEZİ
107,2025-01-05 00:00:00,BİNA,OCAK ÜSTÜ YEMEK UNUTMA,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,03:40,KONAK,KENT MERKEZİ
108,2025-01-05 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.5,0,09:19,KONAK,KENT MERKEZİ
109,2025-01-05 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.2,0,09:25,GAZİEMİR,KENT MERKEZİ
110,2025-01-05 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,PREFABRİK,0,0,0,0,0,0,0,0,0,0,0,00:12,0,0,0,12:21,BAYINDIR,KIRSAL BÖLGE
111,2025-01-05 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:13,0,3,0,14:44,URLA,KIRSAL BÖLGE
112,2025-01-05 00:00:00,OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.5,0,15:22,BERGAMA,KENT MERKEZİ
113,2025-01-05 00:00:00,BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BAĞDADİ(TAŞ YAPI),0,0,0,0,0,0,0,0,0,0,0,00:04,0,2,0,15:33,SELÇUK,KENT MERKEZİ
114,2025-01-05 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:11,0,0,0,15:42,BAYINDIR,KIRSAL BÖLGE
115,2025-01-05 00:00:00,OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,2,0,16:20,MENEMEN,KENT MERKEZİ
116,2025-01-05 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:06,0,20,0,16:41,ALİAĞA,KENT MERKEZİ
117,2025-01-05 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:08,0,0.5,0,17:47,KINIK,KENT MERKEZİ
118,2025-01-05 00:00:00,TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,6,18:03,KARABAĞLAR,KENT MERKEZİ
119,2025-01-05 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,0.5,0,18:28,BAYRAKLI,KENT MERKEZİ
120,2025-01-05 00:00:00,BİNA,LPG/DOĞALGAZ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:09,0,0,0,18:51,SEFERİHİSAR,KIRSAL BÖLGE
121,2025-01-05 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,19:25,ÖDEMİŞ,KENT MERKEZİ
122,2025-01-05 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0.5,0,19:28,BORNOVA,KENT MERKEZİ
123,2025-01-05 00:00:00,ARAÇ,KIVILCIM(DİĞER),TAMAMEN YANAN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,2,0,19:41,BALÇOVA,KENT MERKEZİ
124,2025-01-05 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.3,0,19:48,TİRE,KENT MERKEZİ
125,2025-01-05 00:00:00,LASTİK,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,50,5,0,20:22,SELÇUK,KENT MERKEZİ
126,2025-01-05 00:00:00,BARAKA/KULÜBE/YAŞAM KONTEYNERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,AHŞAP,0,0,0,0,0,0,0,0,0,0,0,00:17,0,1,0,21:22,MENDERES,KIRSAL BÖLGE
127,2025-01-05 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.25,0,21:42,ÇEŞME,KENT MERKEZİ
128,2025-01-05 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.2,0,22:56,BUCA,KENT MERKEZİ
129,2025-01-05 00:00:00,KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,22:57,MENEMEN,KENT MERKEZİ
130,2025-01-06 00:00:00,MOTOSİKLET,ŞÜPHELİ,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,3,0,00:25,KARŞIYAKA,KENT MERKEZİ
131,2025-01-06 00:00:00,FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,250,40,0,01:08,TORBALI,KIRSAL BÖLGE
132,2025-01-06 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.3,0,10:34,BUCA,KENT MERKEZİ
133,2025-01-06 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,1,12:05,BUCA,KENT MERKEZİ
134,2025-01-06 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,1,0,13:22,MENEMEN,KIRSAL BÖLGE
135,2025-01-06 00:00:00,BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.1,0,13:57,KONAK,KENT MERKEZİ
136,2025-01-06 00:00:00,İŞYERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:02,35,20,0,15:03,BORNOVA,KENT MERKEZİ
137,2025-01-06 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1,0,15:35,BORNOVA,KENT MERKEZİ
138,2025-01-06 00:00:00,OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1,0,15:39,DİKİLİ,KIRSAL BÖLGE
139,2025-01-06 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,17:05,BERGAMA,KENT MERKEZİ
140,2025-01-06 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0.2,0,17:15,BAYRAKLI,KENT MERKEZİ
141,2025-01-06 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,17:51,BORNOVA,KENT MERKEZİ
142,2025-01-06 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,18:37,BUCA,KENT MERKEZİ
143,2025-01-06 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:13,0,0,0,19:37,BAYINDIR,KIRSAL BÖLGE
144,2025-01-06 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.3,0,19:54,KARŞIYAKA,KENT MERKEZİ
145,2025-01-06 00:00:00,BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,6,6,0,0,0,0,0,0,00:03,0,5,0,20:26,BUCA,KENT MERKEZİ
146,2025-01-06 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,22:28,KONAK,KENT MERKEZİ
147,2025-01-06 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.2,0,22:50,KONAK,KENT MERKEZİ
148,2025-01-06 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,20,0,22:51,BUCA,KENT MERKEZİ
149,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,3,0,00:19,MENEMEN,KENT MERKEZİ
150,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,2,0,01:06,MENEMEN,KENT MERKEZİ
151,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0,0,01:45,KARABAĞLAR,KENT MERKEZİ
152,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1,0,03:10,BUCA,KENT MERKEZİ
153,2025-01-07 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.1,0,03:25,MENDERES,KIRSAL BÖLGE
154,2025-01-07 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:01,0,0.3,0,05:45,KONAK,KENT MERKEZİ
155,2025-01-07 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,,0,0,0,0,0,0,0,0,0,0,0,00:10,45,2,0,06:06,ALİAĞA,KIRSAL BÖLGE
156,2025-01-07 00:00:00,ARAÇ,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,3,0,09:44,MENEMEN,KIRSAL BÖLGE
157,2025-01-07 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,0,10:31,KONAK,KENT MERKEZİ
158,2025-01-07 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:10,0,0,0,11:34,KEMALPAŞA,KENT MERKEZİ
159,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.1,0,13:06,KONAK,KENT MERKEZİ
160,2025-01-07 00:00:00,KARGILIK,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,3,0,15:50,BERGAMA,KIRSAL BÖLGE
161,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,16:01,KONAK,KENT MERKEZİ
162,2025-01-07 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,16:26,ALİAĞA,KIRSAL BÖLGE
163,2025-01-07 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,0,17:46,BAYINDIR,KENT MERKEZİ
164,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:13,0,1,0,19:14,KEMALPAŞA,KIRSAL BÖLGE
165,2025-01-07 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0,6,20:16,DİKİLİ,KIRSAL BÖLGE
166,2025-01-07 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,0,0,0,0,0,0,0,0,0,0,0,00:03,0,3,0,20:17,KONAK,KENT MERKEZİ
167,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,1,0,20:43,BUCA,KENT MERKEZİ
168,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,21:14,BORNOVA,KENT MERKEZİ
169,2025-01-07 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,21:33,BAYRAKLI,KENT MERKEZİ
170,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.2,0,21:58,KARABAĞLAR,KENT MERKEZİ
171,2025-01-07 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.1,0,22:41,GAZİEMİR,KENT MERKEZİ
172,2025-01-07 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,23:03,KARABAĞLAR,KENT MERKEZİ
173,2025-01-07 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,1,0,23:18,BUCA,KENT MERKEZİ
174,2025-01-07 00:00:00,DİĞER,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,1,0,23:29,BAYRAKLI,KENT MERKEZİ
175,2025-01-08 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1.5,0,03:15,BORNOVA,KENT MERKEZİ
176,2025-01-08 00:00:00,İŞYERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,3,0,05:39,BERGAMA,KENT MERKEZİ
177,2025-01-08 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.3,0,09:13,GÜZELBAHÇE,KENT MERKEZİ
178,2025-01-08 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,0,0,0,0,0,0,0,0,0,0,0,00:06,0,3,0,12:49,KONAK,KENT MERKEZİ
179,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,12:50,BUCA,KENT MERKEZİ
180,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:01,0,2,0,14:28,BERGAMA,KENT MERKEZİ
181,2025-01-08 00:00:00,OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:11,0,1,,14:57,ALİAĞA,KIRSAL BÖLGE
182,2025-01-08 00:00:00,BİNA,KIVILCIM(BACA),KISMEN YANARAK KURTARILAN,BAĞDADİ(TAŞ YAPI),0,0,0,1,0,0,0,0,0,0,0,00:02,0,25,0,15:38,KİRAZ,KENT MERKEZİ
183,2025-01-08 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1.5,0,16:25,KARŞIYAKA,KENT MERKEZİ
184,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,1,0,16:29,ÖDEMİŞ,KIRSAL BÖLGE
185,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1.8,0,17:55,BUCA,KENT MERKEZİ
186,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,19:00,BORNOVA,KENT MERKEZİ
187,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,3,0,19:18,SELÇUK,KIRSAL BÖLGE
188,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0.5,0,21:03,BORNOVA,KENT MERKEZİ
189,2025-01-08 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,3,0,21:28,BUCA,KENT MERKEZİ
190,2025-01-08 00:00:00,KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,21:45,BUCA,KENT MERKEZİ
191,2025-01-08 00:00:00,ODUN/KÖMÜR-AÇIK ALANDA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:10,0,15,0,21:46,MENEMEN,KENT MERKEZİ
192,2025-01-08 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,21:51,ALİAĞA,KENT MERKEZİ
193,2025-01-08 00:00:00,BİNA,ŞÜPHELİ,TAMAMEN YANAN,DİĞER,0,0,0,0,0,0,0,0,0,0,0,00:07,0,6,0,22:54,KONAK,KENT MERKEZİ
194,2025-01-08 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0.9,6,23:13,KEMALPAŞA,KIRSAL BÖLGE
195,2025-01-09 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,3,0,00:08,BERGAMA,KENT MERKEZİ
196,2025-01-09 00:00:00,PARK,AÇIK ATEŞ,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,00:25,KARABAĞLAR,KENT MERKEZİ
197,2025-01-09 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.5,0,01:31,BUCA,KENT MERKEZİ
198,2025-01-09 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,2,0,02:42,MENEMEN,KENT MERKEZİ
199,2025-01-09 00:00:00,İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.01,0,03:00,TORBALI,KENT MERKEZİ
200,2025-01-09 00:00:00,FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.1,0,03:25,KARABAĞLAR,KENT MERKEZİ
